"Rescue ID","Name","Birthdate","Sex","Primary Breed","Color (General)","Status","Created","Euthanasia Date","Adopted Date"
"F16-286","Tacoma H","8/28/2016","Male","Domestic Short Hair","Black","Adopted","11/8/2016 9:56 AM","","2/19/2017"
"F16-287","Versa H","8/28/2016","Female","Domestic Medium Hair","Tortoiseshell","Adopted","11/8/2016 9:57 AM","","2/6/2017"
"F16-288","Escalade H","8/28/2016","Female","Domestic Short Hair","Black","Adopted","11/8/2016 9:58 AM","","2/6/2017"
"F16-289","Kermit Aloicious","8/20/2016","Male","Domestic Short Hair","Orange and White","Adopted","11/8/2016 10:04 AM","","12/20/2016"
"F16-290","Elsa Aloicious","8/20/2016","Female","Domestic Short Hair","Orange (Mostly)","Adopted","11/8/2016 10:05 AM","","12/20/2016"
"F16-291","Gandalf Aloicious","8/20/2016","Male","Domestic Short Hair","Gray (Mostly)","Adopted","11/8/2016 10:05 AM","","12/20/2016"
"F16-292","Bing","11/6/2014","Male","Norwegian Forest Cat","White","Adopted","11/8/2016 10:06 AM","","4/2/2017"
"F16-293","Chrome H","4/5/2016","Female","Domestic Short Hair","Gray","Adopted","11/8/2016 10:23 AM","","2/5/2017"
"F16-294","Charli H","7/5/2016","Female","Domestic Short Hair","Gray","Adopted","11/8/2016 10:23 AM","","12/17/2016"
"F16-295","Domino H","11/5/2015","Female","Domestic Short Hair","Black and White","Adopted","11/8/2016 10:25 AM","","2/5/2017"
"F16-296","Chunk","6/7/2016","Male","Domestic Short Hair","Gray and White","Adopted","11/8/2016 10:26 AM","","8/7/2018"
"F16-297","Feral 16-297 (Garfunkel)","4/21/2016","Male","Domestic Short Hair","Orange","Adopted","11/21/2016 4:29 PM","",""
"F16-298","Feral 16-298 (Tortie)","4/21/2016","Female","Domestic Short Hair","Tortoiseshell","Adopted","11/21/2016 4:29 PM","",""
"F16-299","Feral 16-299 (Spot)","4/21/2016","Female","Domestic Short Hair","Black","Released","11/21/2016 4:30 PM","",""
"F16-300","Feral 16-300 (Blackie 1)","4/21/2016","Female","Domestic Short Hair","Black","Released","11/21/2016 4:31 PM","",""
"F16-301","Feral 16-301 (Blackie 2)","4/21/2016","Male","Domestic Short Hair","Black","Released","11/21/2016 4:32 PM","",""
"F16-302","Feral 16-302 (Stripes)","4/21/2016","Male","Domestic Short Hair","Brown Tabby","Released","11/21/2016 4:33 PM","",""
"F16-303","Feral 16-303 (Grey)","4/21/2016","Female","Domestic Short Hair","Gray (Mostly)","Released","11/21/2016 4:34 PM","",""
"F16-304","Feral 16-304 (Simon)","4/21/2016","Male","Domestic Short Hair","Orange (Mostly)","Released","11/21/2016 4:35 PM","",""
"F16-305","Feral 16-305 (Daddy Cat)","11/21/2013","Male","Domestic Short Hair","Brown Tabby","Released","11/21/2016 4:35 PM","",""
"F16-306","Julianne P","4/2/2016","Female","Domestic Short Hair","Orange","Transferred","11/29/2016 8:29 PM","",""
"F16-307","Finn E","11/18/2015","Male","Domestic Short Hair","Brown Tabby","Adopted","11/30/2016 11:48 AM","","1/31/2017"
"F16-308","Ventress","2/1/2016","Female","Maine Coon","Black and White","Adopted","12/4/2016 1:31 PM","","1/16/2017"
"F16-309","Aayla","12/3/2015","Female","Domestic Short Hair","Black","Adopted","12/4/2016 1:33 PM","","3/24/2017"
"F16-310","Sabine","6/1/2015","Female","Russian Blue","Gray","Adopted","12/4/2016 1:34 PM","","4/20/2017"
"F16-311","Niffler","9/3/2016","Male","Maine Coon","Brown Tabby","Adopted","12/4/2016 1:42 PM","","12/11/2016"
"F16-312","Dougal","9/3/2016","Male","Ragdoll","Gray","Adopted","12/4/2016 1:43 PM","","12/11/2016"
"F16-313","Chimaera","9/3/2016","Female","Domestic Short Hair","Tortoiseshell","Adopted","12/4/2016 1:44 PM","","3/5/2017"
"F16-314","Phoenix","9/3/2016","Female","Domestic Short Hair","Tortoiseshell","Transferred","12/4/2016 1:47 PM","",""
"F16-315","Teal","10/8/2016","Female","Domestic Short Hair","Black","Adopted","12/4/2016 1:57 PM","","4/22/2017"
"F16-316","Chartreuse","10/8/2016","Female","Domestic Short Hair","Black","Adopted","12/4/2016 1:58 PM","","4/22/2017"
"F16-317","Pistachio","10/8/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","12/4/2016 1:58 PM","","4/22/2017"
"F16-318","Fern","10/8/2016","Female","Maine Coon","Brown Tabby","Adopted","12/4/2016 1:59 PM","","3/19/2017"
"F16-319","Leonardo Di Catrio","9/10/2016","Male","Domestic Short Hair","Orange","Adopted","12/11/2016 8:19 PM","","4/17/2017"
"F16-320","Feral 16-320 (Momma Grey)","11/1/2015","Female","Domestic Short Hair","Calico or Dilute Calico","Released","12/11/2016 9:18 PM","",""
"F16-321","Lucky Star","12/9/2008","Male","Norwegian Forest Cat","White","Adopted","12/19/2016 1:25 PM","","3/14/2017"
"F16-322","Evers","11/6/2016","Male","Domestic Short Hair","White","Adopted","12/27/2016 9:56 PM","","3/19/2017"
"F16-323","Emeric","11/6/2016","Male","Domestic Short Hair","White","Adopted","12/27/2016 9:56 PM","","3/19/2017"
"F16-324","Ebb","11/6/2016","Male","Domestic Short Hair","Gray","Adopted","12/27/2016 9:57 PM","","3/19/2017"
"F16-325","Eilley","11/6/2016","Female","Domestic Short Hair","Gray (Mostly)","Adopted","12/27/2016 9:58 PM","","3/19/2017"
"F16-326","Knicki","4/1/2016","Female","Domestic Short Hair","Black and White","Adopted","12/27/2016 10:01 PM","","1/26/2018"
"F17-001","Rowan D","7/15/2016","Female","Domestic Medium Hair","Gray and White","Adopted","1/22/2017 3:53 PM","","2/5/2017"
"F17-002","Hobo E","1/15/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","1/22/2017 4:30 PM","","2/14/2017"
"F17-003","Tucson","9/3/2016","Male","Domestic Short Hair","Brown Tabby","Transferred","1/22/2017 5:00 PM","","3/7/2020"
"F17-004","Jax K","6/16/2015","Male","Domestic Short Hair","Black (Mostly)","Adopted","1/25/2017 2:19 PM","","2/1/2017"
"F17-005","Saria K","8/1/2012","Female","Domestic Long Hair","Black","Adopted","1/28/2017 9:58 AM","","7/31/2017"
"F17-006","Leo H","2/8/2012","Male","Domestic Long Hair","Gray and White","Adopted","2/8/2017 6:34 PM","","5/11/2018"
"F17-007","Maggie Boots","2/6/2007","Female","Domestic Short Hair","Black","Adopted","2/23/2017 10:07 AM","","7/14/2018"
"F17-008","Bianca K","12/1/2013","Female","Manx","White","Adopted","2/23/2017 12:23 PM","","6/11/2017"
"F17-009","Lindy K","9/1/2016","Female","Domestic Medium Hair","Black and White","Adopted","3/3/2017 8:44 PM","","5/3/2017"
"F17-010","Miss Harpurr Lee","2/26/2016","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","3/3/2017 8:47 PM","","4/17/2017"
"F17-011","Napoleon T","7/1/2016","Male","Siamese","Cream (Mostly)","Adopted","3/3/2017 8:49 PM","","3/5/2017"
"F17-012","Grace D","9/1/2016","Female","Domestic Short Hair","Black and White","Adopted","3/3/2017 9:00 PM","","3/5/2017"
"F17-013","Elphie","2/26/2015","Female","Domestic Short Hair","Gray (Mostly)","Adopted","3/3/2017 9:05 PM","","4/9/2017"
"F17-014","Mac","2/26/2015","Male","Russian Blue","Gray","Adopted","3/3/2017 9:06 PM","","4/9/2017"
"F17-015","Bubbles H","4/1/2016","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","3/3/2017 9:08 PM","","5/13/2017"
"F17-016","Blossom II","4/1/2016","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","3/3/2017 9:09 PM","","5/13/2017"
"F17-017","Skye Blue","12/1/2016","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","3/3/2017 9:11 PM","","4/22/2017"
"F17-018","Jinx Binx","2/14/2015","Male","Domestic Short Hair","Black","Adopted","3/4/2017 12:10 PM","","5/25/2017"
"F17-019","Nala March","4/26/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","3/22/2017 8:25 PM","","4/21/2017"
"F17-020","Isla March","3/19/2007","Female","Domestic Short Hair","Tortoiseshell","Adopted","3/22/2017 8:29 PM","","10/30/2017"
"F17-021","Little Man","3/19/2009","Male","Domestic Short Hair","Brown Tabby","Adopted","3/22/2017 8:30 PM","","4/15/2018"
"F17-022","Dottie","3/19/2009","Female","Domestic Short Hair","Black and White","Adopted","3/22/2017 8:31 PM","","1/31/2018"
"F17-023","Slinky Malinki","3/21/2010","Male","Domestic Short Hair","Black","Adopted","3/22/2017 8:35 PM","","9/7/2019"
"F17-024","Violet H","3/19/2015","Female","Domestic Short Hair","Gray","Euthanized","3/22/2017 8:36 PM","7/3/2018",""
"F17-025","Boz","3/19/2003","Male","Domestic Short Hair","Orange","Euthanized","3/22/2017 8:37 PM","11/28/2017",""
"F17-026","Colby March","3/15/2014","Male","Domestic Short Hair","Orange","Adopted","3/22/2017 8:38 PM","","6/21/2017"
"F17-027","Callie March","3/19/2012","Female","Domestic Short Hair","Tortoiseshell","Adopted","3/22/2017 8:40 PM","",""
"F17-028","Piglet March","3/19/2015","Male","Bengal","Brown Tabby","Adopted","3/22/2017 8:41 PM","","4/5/2017"
"F17-029","Whiskers","3/15/2016","Male","Domestic Short Hair","Black and White","Adopted","3/22/2017 8:57 PM","","3/20/2017"
"F17-030","Lily Oak","3/20/2012","Female","Domestic Medium Hair","Gray (Mostly)","Adopted","3/22/2017 9:25 PM","","8/1/2017"
"F17-031","Rivera","3/22/2009","Female","Domestic Long Hair","Calico or Dilute Calico","Adopted","3/31/2017 11:49 AM","","12/23/2017"
"F17-032","Ember","3/19/2013","Female","Domestic Short Hair","Tortoiseshell","Adopted","4/5/2017 7:40 PM","","8/3/2018"
"F17-033","Poppet II","4/8/2014","Female","Domestic Short Hair","Black and White","Adopted","4/22/2017 9:32 PM","","1/20/2020"
"F17-034","Carrera","4/22/2013","Female","Domestic Short Hair","Gray and White","Adopted","4/22/2017 9:35 PM","","7/24/2017"
"F17-035","Marigold K","8/22/2016","Female","Domestic Short Hair","Orange and White","Adopted","4/22/2017 9:38 PM","","3/3/2018"
"F17-036","Leilani W","3/31/2016","Female","Domestic Short Hair","Black and White","Pending","4/23/2017 4:00 PM","",""
"F17-037","Laken W","3/25/2017","Male","Domestic Short Hair","Brown Tabby","Adopted","4/23/2017 4:01 PM","","11/19/2017"
"F17-038","Landis W","3/25/2017","Male","Domestic Short Hair","Brown Tabby","Adopted","4/23/2017 4:02 PM","","8/1/2017"
"F17-039","Lawson W","3/25/2017","Male","Domestic Short Hair","Brown Tabby","Adopted","4/23/2017 4:03 PM","","11/19/2017"
"F17-040","Layla W","3/25/2017","Female","Domestic Long Hair","Brown Tabby","Adopted","4/23/2017 4:04 PM","","7/16/2017"
"F17-041","Laney W","3/25/2017","Female","Domestic Short Hair","Brown Tabby","Adopted","4/23/2017 4:06 PM","","8/1/2017"
"F17-042","Nera","2/20/2017","Female","Domestic Short Hair","Black","Adopted","4/23/2017 4:08 PM","","12/7/2019"
"F17-043","Sage II","2/20/2017","Male","Domestic Short Hair","Black","Adopted","4/23/2017 4:10 PM","","5/17/2018"
"F17-044","Mercy","2/20/2017","Female","Domestic Short Hair","Black and White","Adopted","4/23/2017 4:12 PM","","10/14/2020"
"F17-045","Orisa","2/20/2017","Female","Domestic Short Hair","Black and White","Adopted","4/23/2017 4:13 PM","","10/14/2020"
"F17-046","Mogma","3/29/2017","Male","Domestic Short Hair","Black","Adopted","4/23/2017 4:16 PM","","12/31/2017"
"F17-047","Zora B","3/29/2017","Female","Domestic Short Hair","Black and White","Adopted","4/23/2017 4:17 PM","","10/14/2017"
"F17-048","Goron","3/29/2017","Male","Domestic Short Hair","Black and White","Adopted","4/23/2017 4:17 PM","","12/31/2017"
"F17-049","Kikwi","3/29/2017","Male","Domestic Short Hair","Black","Adopted","4/23/2017 4:16 PM","","9/20/2017"
"F17-050","Gidget","4/8/2016","Female","Domestic Short Hair","Brown Tabby","Adopted","4/24/2017 11:19 AM","","5/10/2017"
"F17-051","Macgyver","4/10/2016","Male","Domestic Short Hair","Black","Adopted","4/24/2017 8:16 PM","","5/2/2017"
"F17-052","J.C. L","4/24/2015","Male","Domestic Short Hair","Black and White","Adopted","4/24/2017 9:42 PM","","5/14/2017"
"F17-053","Edward","4/22/2015","Male","Domestic Medium Hair","Gray and White","Euthanized","5/10/2017 8:32 PM","8/7/2017",""
"F17-054","Colt","1/1/2017","Male","Domestic Short Hair","Brown Tabby","Passed Away","5/10/2017 8:37 PM","8/11/2017",""
"F17-055","Cici","1/1/2017","Female","Siamese","Cream (Mostly)","Euthanized","5/10/2017 8:40 PM","5/10/2018",""
"F17-056","Silvi","4/28/2016","Female","Domestic Medium Hair","Black","Adopted","5/10/2017 8:52 PM","","8/1/2017"
"F17-057","Franklin","4/28/2010","Male","Maine Coon","Orange and White","Adopted","5/10/2017 9:41 PM","","6/21/2017"
"F17-058","Fox","4/5/2017","Male","Domestic Short Hair","Black","Adopted","5/18/2017 2:54 PM","","9/20/2017"
"F17-059","Millicent Bystander","3/12/2017","Female","Domestic Short Hair","Gray and White","Adopted","5/18/2017 2:57 PM","","6/11/2017"
"F17-060","Heather Anne","3/12/2017","Female","Domestic Short Hair","Gray and White","Adopted","5/18/2017 2:57 PM","","6/11/2017"
"F17-061","Peyton (fka Bailey Wick)","3/12/2017","Male","Domestic Short Hair","Black and White","Adopted","5/18/2017 2:58 PM","","7/6/2022"
"F17-062","Widget","3/5/2017","Male","Domestic Short Hair","Black (Mostly)","Adopted","5/18/2017 2:59 PM","","10/27/2017"
"F17-063","Sierra II","5/21/2015","Female","Domestic Short Hair","Brown Tabby","Adopted","5/23/2017 8:14 PM","","1/21/2018"
"F17-064","Rocky S","4/9/2017","Male","Domestic Short Hair","Black and White","Adopted","5/23/2017 8:15 PM","","1/15/2018"
"F17-065","River S","4/9/2017","Male","Domestic Short Hair","Black and White","Adopted","5/23/2017 8:16 PM","","12/7/2017"
"F17-066","Savannah S","4/9/2017","Female","Domestic Short Hair","Gray and White","Adopted","5/23/2017 8:17 PM","","12/7/2017"
"F17-067","Gabby Wobblebottom","3/26/2017","Female","Maine Coon","Brown Tabby","Adopted","5/23/2017 8:23 PM","","7/16/2017"
"F17-068","Domino Wobblebottom","3/26/2017","Female","Maine Coon","Black and White","Adopted","5/23/2017 8:29 PM","","7/16/2017"
"F17-069","Piper Wobblebottom","3/26/2017","Female","Domestic Short Hair","Black and White","Adopted","5/23/2017 8:30 PM","","10/12/2017"
"F17-070","Cable Wobblebottom","3/26/2017","Male","Domestic Short Hair","Black (Mostly)","Adopted","5/23/2017 8:30 PM","","10/20/2017"
"F17-071","Carrie K","3/18/2017","Female","Domestic Short Hair","Black (Mostly)","Adopted","5/23/2017 8:39 PM","","11/24/2017"
"F17-072","Edie K","2/18/2017","Female","Domestic Short Hair","Brown Tabby","Adopted","5/23/2017 8:41 PM","","5/5/2018"
"F17-073","Simone K","3/31/2017","Female","Siamese","Cream (Mostly)","Adopted","5/23/2017 8:41 PM","","7/16/2017"
"F17-074","Frisco K","3/31/2017","Male","Domestic Short Hair","Brown Tabby","Adopted","5/23/2017 8:44 PM","","10/14/2017"
"F17-075","Ayn K","2/21/2015","Female","Domestic Short Hair","Black","Adopted","5/23/2017 8:48 PM","","10/24/2018"
"F17-076","Kipling K","5/2/2017","Male","Domestic Short Hair","Black","Adopted","5/23/2017 8:49 PM","","11/19/2017"
"F17-077","Chaucer K","5/2/2017","Male","Domestic Short Hair","Black","Adopted","5/23/2017 8:49 PM","","1/20/2018"
"F17-078","Poe K","5/2/2017","Male","Domestic Short Hair","Black","Adopted","5/23/2017 8:51 PM","","11/11/2017"
"F17-079","Twain K","5/2/2017","Male","Domestic Short Hair","Gray","Adopted","5/23/2017 8:52 PM","","4/25/2020"
"F17-080","Dickens K","5/2/2017","Male","Domestic Short Hair","Gray","Adopted","5/23/2017 8:52 PM","","4/25/2020"
"F17-081","Middie Spice","5/21/2015","Female","Domestic Short Hair","Black (Mostly)","Adopted","5/23/2017 10:01 PM","","12/31/2017"
"F17-082","Baby Spice","3/19/2017","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","5/23/2017 10:03 PM","","8/29/2017"
"F17-083","Helena Black","11/21/2015","Female","Domestic Short Hair","Black","Adopted","5/23/2017 10:20 PM","","11/19/2017"
"F17-084","Sophie May","12/18/2010","Female","Domestic Long Hair","Tortoiseshell","Adopted","5/23/2017 9:56 PM","","11/21/2017"
"F17-085","Lady Latte Cania","2/28/2009","Female","Siamese","Cream (Mostly)","Euthanized","6/3/2017 5:31 PM","6/2/2017",""
"F17-086","Captain Jack D","4/16/2017","Male","Domestic Long Hair","Black and White","Adopted","6/13/2017 8:54 PM","","8/27/2017"
"F17-087","Elizabeth D","4/16/2017","Female","Domestic Long Hair","Gray and White","Adopted","6/13/2017 8:55 PM","","10/15/2017"
"F17-088","Turner D","4/16/2017","Male","Domestic Medium Hair","Gray and White","Adopted","6/13/2017 8:56 PM","","8/27/2017"
"F17-089","Davey Jones","4/16/2017","Male","Domestic Long Hair","Gray","Adopted","6/13/2017 8:57 PM","","10/15/2017"
"F17-090","Gracie Lou","5/25/2016","Female","Domestic Long Hair","Tortoiseshell","Adopted","6/13/2017 9:03 PM","","9/14/2019"
"F17-091","Anchovie K","4/2/2017","Male","Domestic Short Hair","Orange","Adopted","6/13/2017 9:04 PM","","9/7/2017"
"F17-092","Austin K","4/16/2017","Male","Domestic Short Hair","Brown (Mostly)","Adopted","6/13/2017 9:05 PM","","9/17/2017"
"F17-093","Bentley James","3/5/2017","Female","Domestic Long Hair","Black","Adopted","6/13/2017 9:06 PM","","10/27/2017"
"F17-094","Hunnydew","3/5/2017","Female","Domestic Short Hair","Orange (Mostly)","Adopted","6/13/2017 9:07 PM","","1/12/2019"
"F17-095","Feather","6/19/2017","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","6/13/2017 9:18 PM","","10/16/2019"
"F17-096","Tanzie","9/13/2011","Male","Domestic Short Hair","White (Mostly)","Adopted","6/13/2017 9:27 PM","","7/2/2018"
"F17-097","Marshall","10/11/2016","Male","Domestic Short Hair","Brown Tabby","Not Available","6/13/2017 11:27 PM","",""
"F17-098","Massey","10/11/2016","Male","Domestic Short Hair","Brown Tabby","Adopted","6/13/2017 11:27 PM","","8/7/2022"
"F17-099","Squeaks","12/11/2015","Male","Domestic Short Hair","Brown Tabby","Adopted","6/13/2017 11:26 PM","","7/31/2017"
"F17-100","Shelby II","4/26/2016","Female","Siamese","Cream (Mostly)","Adopted","6/21/2017 7:47 PM","","1/3/2019"
"F17-101","Nola Blue","2/28/2008","Female","Russian Blue","Gray","Adopted","6/23/2017 9:17 PM","","1/25/2018"
"F17-102","Cagney S","4/1/2017","Female","Domestic Short Hair","Brown Tabby","Adopted","6/27/2017 11:55 AM","","2/13/2018"
"F17-103","Lacey S","4/1/2017","Female","Domestic Short Hair","Brown Tabby","Adopted","6/27/2017 11:56 AM","","2/13/2018"
"F17-104","Orangeade","10/7/2016","Male","Domestic Short Hair","Orange","Adopted","7/7/2017 5:07 PM","","2/27/2019"
"F17-105","Toothless","4/8/2015","Male","Domestic Short Hair","Black","Adopted","4/24/2017 11:16 AM","","4/26/2017"
"F17-106","Bumble Bee","4/24/2017","Male","Domestic Short Hair","Orange and White","Adopted","7/13/2017 10:35 PM","","2/3/2018"
"F17-107","Cricket","4/24/2017","Male","Domestic Short Hair","Brown Tabby","Adopted","7/13/2017 10:37 PM","","2/3/2018"
"F17-108","June Bug","4/24/2017","Female","Domestic Short Hair","Orange and White","Pending","7/13/2017 10:38 PM","","2/18/2018"
"F17-109","Firefly II","4/24/2017","Female","Domestic Short Hair","Orange","Adopted","7/13/2017 10:39 PM","","10/1/2017"
"F17-110","Rusty K","5/12/2017","Male","Domestic Short Hair","Orange","Adopted","7/13/2017 10:43 PM","","9/17/2017"
"F17-111","Angel K","4/28/2017","Female","Domestic Short Hair","White (Mostly)","Adopted","7/13/2017 10:43 PM","","9/17/2017"
"F17-112","Colby Jack K","5/31/2017","Male","Domestic Short Hair","Orange and White","Adopted","7/13/2017 10:45 PM","","12/31/2020"
"F17-113","Penny Purridy","4/1/2017","Female","Domestic Short Hair","Brown Tabby","Not Available","7/13/2017 10:47 PM","",""
"F17-114","Buckaroo","4/1/2017","Male","Domestic Short Hair","Brown Tabby","Not Available","7/13/2017 10:49 PM","",""
"F17-115","Purrfect Tommy","4/1/2017","Male","Domestic Short Hair","Brown Tabby","Adopted","7/13/2017 10:50 PM","","7/10/2020"
